"PeopleID2","PeopleCluster","PeopleClusterSpanish","PeopleClusterGerman","PeopleClusterPortuguese","PeopleClusterFrench","JPScalePCOld","JPScalePC","PercentChristianPC","PercentEvangelicalPC","LeastReachedPC","RLG3PC","ROP2","PeopleID1","RegionCode","USCWMFocus","EthneFocus","MUPPriority","Notes","Profile","ProfileSource","Source","GoogleMapZoom","GoogleMapLat","GoogleMapLng","EditName","EditDate"
249,"Nubian","Nubio","Nubier",,"Nubien","1.2",1,0.22,0.04,"Y",6,"C0157",22,6,"Y",,,,"",,,4.00,14.70,33.00,"BM",10/30/2003 0:00:00
250,"Nupe","Nupe","Nupe",,"Nupe","3.1",4,18.31,3.13,,6,"C0158",22,8,,,,,"",,,5.00,10.20,8.40,"BM",10/30/2003 0:00:00
251,"Nuristan","Nuristán","Nuristan",,"Nuristan","1.1",1,0.02,0.00,"Y",6,"C0159",14,5,"Y",9,,,"The peoples in the Nuristan cluster are native to the Nuristan region of eastern Afghanistan. The Nuristanis are a people whose ancestors practised what was apparently an ancient form of Hinduism until they were conquered and converted to Islam in the late 19th century. Until their conversion to Islam their land was known by local Muslim groups as Kafiristan, land of the infidels. After conversion their land became known as Nuristan, the ""land of light"". Non-Muslim religious practices endure today to some degree, as folk customs.
Nuristanis were the first citizens of Afghanistan to revolt against the communist government in 1978. Thereafter, Nuristan remained a scene of some of the bloodiest guerrilla fighting with the Soviet forces from 1979 through 1989.
Most of the languages spoken by the Nuristani tribes are unwritten, and literacy rates are low even for the written languages. Oral communication is essential. The Gospel must come to these people in oral form.
Nuristan serves as a convenient entry point for insurgents because of proximity to Pakistan and the safety its forbidding terrain offers, so parts of the region remain unsafe. Neither an impotent central government nor corrupt local officials offer protection from the Taliban.",,,4.00,34.30,70.90,"BM",10/30/2003 0:00:00
252,"Ogan of Sumatra","Ogan de Sumatra","Ogan von Sumatra",,"Ogan du Sumatra","1.1",1,0.23,0.00,"Y",6,"C0160",17,2,"Y",5,,,"Peoples of the Ogan cluster live along the Ogan river in the southern portion of Sumatra. South Sumatrans are generally friendly, easy to get along with and quite open.
Ogan villages usually consist of 300-400 households. Houses are generally single-family dwellings of three or four rooms, and are raised on stilts.
The Ogan have practiced a form of Islam known as Sunni Shafi'i since the 16th century. Toward the end of the 16th century they were also introduced to Sufism. They tend to believe in superstitions related to spirits that inhabit certain places and objects.
Some individuals in this cluster believe that they originated from a supernatural being that lives in the forest. Heaven and hell are understood to mean that which is good or bad in this world. Heaven means having a good or comfortable life. Hell means a difficult or unpleasant life.",,,5.00,0.01,105.00,"BM",10/30/2003 0:00:00
253,"Omotic","Omótico","Omotisch",,"Omotic","3.2",5,81.67,60.93,,1,"C0161",13,7,,,,,"",,,5.00,9.20,39.40,"BM",10/30/2003 0:00:00
254,"Oraon","Oraon","Oraon",,"Oraon","2.1",3,18.76,0.00,,5,"C0162",21,4,,,,,"",,,5.00,26.10,91.20,"BM",10/30/2003 0:00:00
255,"Oriya","Oriya","Oriya",,"Oriya","1.1",1,1.42,0.00,"Y",5,"C0163",21,4,"Y",,,,"",,,5.00,22.40,85.80,"BM",10/30/2003 0:00:00
256,"Oromo","Oromo","Oromo",,"Oromo","3.2",5,35.18,14.19,,1,"C0164",13,7,,,,,"",,,4.00,8.37,40.00,"BM",10/30/2003 0:00:00
257,"Central American Indigenous, other","Indígena de América Central , otro","Mittelamerikanische Eingeborene, Andere",,"Indigènes de l'Amérique Centrale, Autres","3.2",5,87.23,10.04,,1,"C0165",16,11,,,,,"",,,3.00,33.80,-81.50,"BM",10/30/2003 0:00:00
258,"Hispanic American, other","Americano Hispano, otro","Lateinamerikaner, Andere",,"Hispaniques Américains, Autres","3.2",4,93.98,8.67,,1,"C0168",16,12,,,,,"",,,3.00,-2.00,-57.20,"BM",10/30/2003 0:00:00
259,"Pacific Islanders, other","Isleño del Pacífico, otro","Pazifische Inselbewohner, Andere",,"Habitabts du Pacifique, Autres","3.2",5,95.77,18.16,,1,"C0170",19,1,,,,,"",,,3.00,-12.30,159.30,"BM",10/30/2003 0:00:00
260,"Southeast Asian, other","Sureste Asiático, otro","Südostasiaten, Andere",,"Asiatiques du Sud-Est, Autres","3.2",4,39.39,6.12,,1,"C0171",20,2,,,,,"",,,3.00,23.80,109.70,"BM",10/30/2003 0:00:00
261,"South Asian, other","Sur Asiático, otro","Südasiaten, Andere",,"Asiatiques du Sud, Autres","1.2",1,2.25,0.47,"Y",5,"C0172",21,4,"Y",,,,"",,,3.00,35.50,73.80,"BM",10/30/2003 0:00:00
262,"Sub-Saharan African, other","Africano Sub-Sahariano, otro","Schwarzafrikaner, Andere",,"Africains subsaharienne du Sud, Autres","3.2",5,71.99,15.99,,1,"C0173",22,7,,,,,"",,,3.00,21.00,33.00,"BM",10/30/2003 0:00:00
263,"Otomi","Otomí","Otomi",,"Otomi","3.2",5,95.40,11.57,,1,"C0174",16,12,,,,,"",,,5.00,21.30,-98.00,"BM",10/30/2003 0:00:00
264,"Ouaddai-Fur","Ouaddai-Fur","Ouaddai-Fur",,"Ouaddai-Fur","1.2",1,0.37,0.10,"Y",6,"C0175",22,7,"Y",,,,"",,,5.00,13.60,23.00,"BM",10/30/2003 0:00:00
265,"Parsee","Parsi","Parsen",,"Parsee","1.1",1,0.00,0.00,"Y",8,"C0176",14,5,,9,,,"The Parsees follow the Zorastrian religion, an ancient Iranian religion and a religious philosophy founded by Zoroaster a few hundred years before Christ.
Zoroaster's philosophy was that the essence of human existence was the struggle between truth and untruth. The purpose of humankind, and all of creation, is to sustain truth.
A fire temple is the place of worship for Zoroastrians. Zoroastrians revere fire in any form. Fire, together with clean water, are agents of ritual purity. The Zoroastrian cult of fire is much younger than Zoroastrianism itself.
Ancestor worship is an emphasized aspect of worship. Pictures of deceased loved ones hang in homes and are prayed and bowed to. Parsees respect other faith systems and gods. The Bible is treated honorably as a religious text and Christ is also seen in a positive light.
Some Persian Parsees migrated to India in around 800-1000 AD, to escape persecution from Muslims.",,,4.00,36.20,65.40,"BM",10/30/2003 0:00:00
266,"Pasemah of Sumatra","Pasemah de Sumatra","Pasemah von Sumatra",,"Pasemah du Sumatra","1.2",1,1.31,0.13,"Y",6,"C0177",17,2,"Y",5,,,"",,,5.00,-1.10,104.00,"BM",10/30/2003 0:00:00
267,"Pashtun","Pashtún","Pashtun",,"Pashtun","1.1",1,0.00,0.00,"Y",6,"C0178",14,5,"Y",9,"Y",,"The Pashtun (or Pushtun) cluster of peoples are characteized by speaking one of the Pashto languages and the practice of Pashtunwalli, a set of ethics guiding community and personal conduct. Most decisions in tribal life are made by members of the jirga, or council of elders.
The law that matters is Pashtunwali, a traditional system that relies on interlocking webs of deep relationships in order to function. Pashtun life is all about multigenerational relationships,and every agreement is based on a personal relationship.
A prominent institution of the Pashtun people is the intricate system of tribes. The Pashtuns remain a predominantly tribal people, but the worldwide trend of urbanisation has begun to alter Pashtun society. Despite this trend of urbanisation, many people still identify themselves with various clans.
The majority of the Taliban are made up of Pashtun tribesmen, but only a tiny fraction of Pashtun are Taliban.
The overwhelming majority of Pashtun are Sunni (Hanafi) Muslim, but there is a tiny Shia community. Conservative tribesmen refuse to recognise any non-Muslim as a Pashtun.",,,4.00,33.00,74.30,"BM",10/30/2003 0:00:00
268,"Persian","Persa","Perser",,"Persans","1.2",1,1.36,0.66,"Y",6,"C0179",14,5,"Y",9,"Y",,"",,,4.00,36.10,51.50,"BM",10/30/2003 0:00:00
269,"Polynesian","Polinesio","Polynesier",,"Polynésien","3.2",5,80.88,15.88,,1,"C0180",19,1,,,,,"",,,3.00,-22.40,170.60,"BM",10/30/2003 0:00:00
270,"Portuguese, Brazilian","Portugués, Brasileño","Portugiesen, Brasilianer",,"Portuguais, Brésilien","3.2",5,90.97,26.46,,1,"C0181",16,11,,,,,"",,,3.00,-15.20,-51.00,"BM",10/30/2003 0:00:00
271,"Portuguese, European","Portugués, Europeo","Portugiesen, Europäer",,"Portuguais, Européen","3.1",4,94.56,2.96,,1,"C0182",12,10,,,,,"",,,3.00,44.20,10.60,"BM",10/30/2003 0:00:00
272,"Punjabi","Punyabí","Punjabi",,"Punjabi","1.1",1,1.02,0.00,"Y",6,"C0183",21,5,"Y",,,,"",,,3.00,27.30,85.30,"BM",10/30/2003 0:00:00
273,"Pygmy","Pigmeo","Pygmäen",,"Pygmée","3.2",4,31.67,9.08,,4,"C0184",22,8,,,,,"",,,4.00,0.90,27.00,"BM",10/30/2003 0:00:00
274,"Quechua","Quechua","Quechua",,"Quechua","3.2",4,95.78,5.84,,1,"C0185",16,11,,,,,"",,,4.00,-5.70,-68.00,"BM",10/30/2003 0:00:00
275,"Rajasthan","Rayastán","Rajasthan",,"Rajasthan","1.1",1,0.00,0.00,"Y",5,"C0186",21,4,"Y",4,,,"",,,3.00,28.30,86.70,"BM",10/30/2003 0:00:00
276,"Romanian","Rumano","Rumänen",,"Roumain","3.2",4,91.95,4.98,,1,"C0187",12,9,,,,,"",,,3.00,46.30,26.60,"BM",10/30/2003 0:00:00
277,"South Himalaya","Himalaya Sur","Südlicher Himalaya",,"Himalaya du Sud","1.1",1,3.13,0.00,"Y",5,"C0188",23,4,,,,,"",,,4.00,28.40,87.80,"BM",10/30/2003 0:00:00
278,"Sara-Bagirmi","Sara-Bagirmi","Sara-Bagirmi",,"Sara-Bagirmi","3.2",4,54.76,9.54,,1,"C0189",22,8,,,,,"",,,4.00,12.00,22.30,"BM",10/30/2003 0:00:00
279,"Scandinavian","Escandinavo","Skandinavier",,"Scandinave","3.2",4,75.33,6.52,,1,"C0190",12,10,,,,,"",,,3.00,56.70,13.60,"BM",10/30/2003 0:00:00
280,"Shan","Shan","Shan",,"Shan","1.2",1,0.91,0.68,"Y",2,"C0191",20,2,"Y",,,,"",,,5.00,23.50,97.40,"BM",10/30/2003 0:00:00
281,"Sindhi","Sindhi","Sindhi",,"Sindhi","1.1",1,0.04,0.00,"Y",6,"C0192",21,5,"Y",,"Y",,"",,,4.00,24.10,76.60,"BM",10/30/2003 0:00:00
282,"Sinhala","Cingalés","Sinhala",,"Sinhala","1.2",1,0.16,0.02,"Y",2,"C0193",21,4,,,,,"",,,4.00,14.70,80.70,"BM",10/30/2003 0:00:00
283,"Slav, Eastern","Eslavo, Oriental","Slawen, Östliche",,"Slave, de l'Est","2.2",2,67.73,1.63,,1,"C0194",12,9,,,,,"",,,3.00,54.30,38.40,"BM",10/30/2003 0:00:00
284,"Slav, Southern","Eslavo, Sureño","Slawen, Südliche",,"Slave, du Sud","2.2",2,74.74,0.69,,1,"C0195",12,9,,,,,"",,,3.00,51.30,20.00,"BM",10/30/2003 0:00:00
285,"Slav, Western","Eslavo, Occidental","Slawen, Westliche",,"Slave, de l'Ouest","2.2",2,78.91,0.41,,1,"C0196",12,9,,,,,"",,,3.00,50.00,16.90,"BM",10/30/2003 0:00:00
286,"Solomons","Salomón","Salomonen",,"Salomons","3.2",5,96.68,31.45,,1,"C0197",19,1,,,,,"",,,4.00,-13.60,149.80,"BM",10/30/2003 0:00:00
287,"Somali","Somalí","Somali",,"Somalie","1.2",1,0.39,0.05,"Y",6,"C0198",13,7,"Y",2,"Y",,"",,,4.00,3.30,39.10,"BM",10/30/2003 0:00:00
288,"Songhai","Songhai","Songhai",,"Songhai","1.2",1,0.20,0.08,"Y",6,"C0199",22,8,"Y",,,,"",,,4.00,17.40,-0.09,"BM",10/30/2003 0:00:00
289,"Soninke","Soninke","Soninke",,"Soninke","1.2",1,0.26,0.02,"Y",6,"C0200",22,8,"Y",,,,"",,,4.00,15.30,0.50,"BM",10/30/2003 0:00:00
290,"South American Indigenous","Indígena del Sur de América","Südamerikanische Eingeborene",,"Indigènes de l'Amérique du Sud","3.2",5,83.43,11.27,,1,"C0201",16,11,,,,,"",,,3.00,-14.00,-60.30,"BM",10/30/2003 0:00:00
291,"Spanish","Español","Spanier",,"Espagnol","2.2",2,79.21,0.88,,1,"C0202",12,10,,,,,"",,,4.00,43.30,1.00,"BM",10/30/2003 0:00:00
292,"Sudanic","Sudanés","Sudanesen",,"Sudanic","3.2",5,85.15,23.98,,1,"C0203",22,8,,,,,"",,,5.00,3.80,30.00,"BM",10/30/2003 0:00:00
293,"Sunda-Betawi of Java","Sunda-Betawi de Java","Sunda-Betawi von Java",,"Sunda-Betawi du Java","1.2",1,0.76,0.63,"Y",6,"C0204",17,2,"Y",,,,"",,,5.00,-3.20,109.00,"BM",10/30/2003 0:00:00
294,"Susu","Susu","Susu",,"Susu","1.1",1,0.17,0.01,"Y",6,"C0205",22,8,"Y",,,,"The Susu are a major Mande ethnic group living primarily in Guinea, and are descendants of the thirteenth century Malian Empire. Their language, called Sosoxui by native speakers, serves as a major trade language along the Guinean coast.
Every Susu belongs to a patrilineal clan identified by name and totem animal. Marriage between cross-cousins is favored. The Susus are community oriented and most decisions are made by the extended family. Families are large and polygamy is the norm. It is not uncommon for a man to have three or four wives and over 20 children.
Susus live primarily from subsistence farming. They have a reputation for being open minded.
Over 99% of Susu are Muslim, and Islam dominates their culture and religious practices. They also combine their Islamic faith with traditional beliefs, such as the existence of spirits who inhabit certain areas, and belief in sorcerers who have power to change into animals, cast evil spells on people, and heal people from certain ailments. The New Testament is available in the Susu language.",,,4.00,15.80,-1.50,"BM",10/30/2003 0:00:00
295,"Tai","Tai","Tai",,"Tai","1.2",1,0.91,0.55,"Y",2,"C0207",20,3,"Y",,,,"",,,4.00,20.20,102.20,"BM",10/30/2003 0:00:00
296,"Tai Dam","Tai Dam","Thai Dam",,"Tai Dam","1.2",1,1.25,0.07,"Y",4,"C0208",20,2,"Y",,,,"",,,4.00,16.20,103.30,"BM",10/30/2003 0:00:00
297,"Kadai","Kadai","Kadai",,"Kadai","1.2",1,0.82,0.80,"Y",4,"C0209",20,3,"Y",,,"Changed name from Tai-Kadai 5/24/2012, per suggestion Melinda Lyons, SIL","",,,5.00,18.80,103.00,"BM",5/24/2012 0:00:00
298,"Taiwan Indigenous","Indígena Taiwanés","Taiwan Eingeborene",,"Aborigène de Taïwan","3.2",5,75.97,12.56,,1,"C0210",11,3,,,,,"",,,6.00,24.10,120.10,"BM",10/30/2003 0:00:00
299,"Tajik","Tayiko","Tadschiken",,"Tajik","1.2",1,0.34,0.04,"Y",6,"C0211",14,5,"Y",9,,,"",,,4.00,40.20,71.80,"BM",10/30/2003 0:00:00
300,"Talysh","Talysh","Talisch",,"Talysh","1.1",1,0.00,0.00,"Y",6,"C0212",14,5,"Y",9,,,"The Talysh cluster includes ethnic groups indigenous to a region shared between Azerbaijan and Iran which spans the South Caucasus and the southwestern shore of the Caspian Sea. Anthropologically, they are part of the European Balkan-Caucasian group. They are culturally close to the Azeris.
The Talysh have long been under strong Azerbaijani influence, which is vividly illustrated in their clothing and food. On the other hand, the clothes worn by women in the rice paddies were characteristically unique to the Talysh.
The majority of the Talysh are farmers. Traditional Talysh homes had no furniture. However, today, a growing number of homes have adopted Western-style furnishings. Talysh women once wore traditional Muslim clothing, but today most wear Western style clothing.
People living in the Talysh mountains have a history of being exceptionally long-lived, but this may be changing.
The Talysh are Muslim Shias. Some remnants of Talysh pre-Islamic religion remain. For example they have a reverence for trees and groves, and trees form some of their most sacred sites. They also believe in the presence of both good and evil spirits, with the most dangerous spirit being Alazhan, the 'Red Woman'. Alazhan is believed to attack women during childbirth as well as new-born babies. There may be no followers of Christ within this people cluster.",,,4.00,39.20,49.60,"BM",10/30/2003 0:00:00
301,"Tamil","Tamil","Tamilen",,"Tamoul","2.2",3,8.12,0.10,,5,"C0213",21,4,,,,,"",,,5.00,12.40,79.70,"BM",10/30/2003 0:00:00
302,"Telugu","Telugu","Telugu",,"Telugu","1.1",1,1.99,0.01,"Y",5,"C0214",21,4,"Y",,"Y",,"",,,4.00,20.10,82.10,"BM",10/30/2003 0:00:00
303,"Thai","Thai","Thai",,"Thaï","1.2",1,0.38,0.18,"Y",2,"C0215",20,2,"Y",,"Y",,"",,,4.00,18.10,103.30,"BM",10/30/2003 0:00:00
304,"Tibetan","Tibetano","Tibeter",,"Tibétain","1.2",1,0.16,0.04,"Y",2,"C0216",23,3,"Y",,"Y",,"",,,4.00,27.50,90.00,"BM",10/30/2003 0:00:00
305,"Timor","Timor","Timor",,"Timor","3.2",4,90.76,7.95,,1,"C0217",17,2,,,,,"",,,5.00,-6.50,124.80,"BM",10/30/2003 0:00:00
306,"Toraja of Sulawesi","Toraja de Célebes","Toraja von Sulawesi",,"Toraja du Sulawesi","3.2",4,69.97,8.76,,1,"C0218",17,2,,,,,"",,,5.00,-1.00,121.50,"BM",10/30/2003 0:00:00
307,"Tuareg","Tuareg","Tuareg",,"Tuareg","1.2",1,0.07,0.06,"Y",6,"C0219",10,8,"Y",,,,"",,,4.00,20.50,8.90,"BM",10/30/2003 0:00:00
308,"Tukangbesi of Sulawesi","Tukangbesi de Célebes","Tukangbesi von Sulawesi",,"Tukangbesi du Sulawesi","1.2",1,1.37,0.09,"Y",6,"C0220",17,2,"Y",,,,"",,,5.00,-3.10,121.10,"BM",10/30/2003 0:00:00
309,"Turkish","Turco","Turkvölker",,"Turc","1.2",1,0.34,0.02,"Y",6,"C0221",24,5,"Y",10,"Y",,"",,,3.00,42.20,45.00,"BM",10/30/2003 0:00:00
310,"Turkmen","Turcomano","Turkmenen",,"Turkmène","1.2",1,0.22,0.02,"Y",6,"C0222",24,5,"Y",10,"Y",,"",,,3.00,43.20,63.70,"BM",10/30/2003 0:00:00
311,"Ural-Siberian","Ural-Siberiano","Ural-Sibirier",,"Ural-Sibérien","2.2",3,10.67,0.56,,6,"C0223",24,9,"Y",10,,,"",,,3.00,50.30,63.60,"BM",10/30/2003 0:00:00
312,"Urdu Muslim","Urdu Musulmán","Urdu Muslime",,"Urdu-Musulman","1.1",1,0.00,0.00,"Y",6,"C0224",21,4,"Y",,"Y",,"",,,4.00,24.70,80.70,"BM",10/30/2003 0:00:00
313,"Uyghur","Uigur","Uiguren",,"Uyghur","1.1",1,0.01,0.01,"Y",6,"C0225",24,3,"Y",10,"Y",,"The Uyghur people are a Turkic ethnic group native to the Altay Mountains in Central Asia. Throughout their 4000-year history, the Uyghurs developed an advanced culture and played an important role in cultural exchanges along the Silk Road. During the 8th-19th centuries, the Uyghur empire was a dominant force in Central Asia.
Uyghur Muslims in China face religious restrictions, imprisonments, and executions. They complain that their cultural and religious traditions are being annihilated by oppressive government policies and practices. Since the 1950s, separatist organizations have actively worked toward declaring independence for the Uyghur people.
Uyghurs are predominately Sunni Muslims. Historically, Islam came to their region in the 10th century. Prior to Islam, the Uyghurs embraced Buddhism, Shamanism, and Manicheism.
In the fourteenth century Christianity disappeared from among the Uygur for 500 years, and they converted to Islam. The Swedish Missionary Society recommenced work among the Uygur in 1892. By the 1930s more than 300 Uygurs had been converted, primarily in Kashgar. When Abdullah Khan came to Yarkant in 1933 he expelled the missionaries and eliminated the Uygur believers in a mass execution.",,,3.00,40.00,81.00,"BM",10/30/2003 0:00:00
314,"Uzbek","Uzbeco","Usbeken",,"Uzbek","1.2",1,0.04,0.02,"Y",6,"C0226",24,5,"Y",10,"Y",,"",,,4.00,39.00,59.70,"BM",10/30/2003 0:00:00
315,"Vanuatu","Vanuatu","Vanuatu",,"Vanuatu","3.2",5,93.27,42.36,,1,"C0227",19,1,,,,,"",,,4.00,-18.80,154.00,"BM",10/30/2003 0:00:00
316,"Vietnamese","Vietnamita","Vietnamesen",,"Vietnamien","2.2",3,9.39,1.21,,2,"C0228",20,2,,,,,"",,,4.00,18.70,100.10,"BM",10/30/2003 0:00:00
317,"Tibeto-Burman, other","Tibeto-Birmano, otro","Tibeto-Burman, Andere",,"Tibeto-Burman, Autres","3.1",4,4.82,3.28,,4,"C0229",23,3,"Y",,,,"",,,4.00,26.30,94.10,"BM",8/30/2012 0:00:00
318,"West Malaysia Indigenous","Indígena Malasia Occidental","West Malaysia Eingeborene",,"Indigènes de la Malaisie de l'Ouest","3.1",4,4.66,2.46,,4,"C0230",17,2,,,,,"",,,5.00,1.90,103.10,"BM",10/30/2003 0:00:00
319,"Yao-Mien","Yao-Mien","Yao-Mien",,"Yao-Mien","1.2",1,0.68,0.26,"Y",4,"C0232",20,3,"Y",,,,"",,,4.00,23.20,104.40,"BM",10/30/2003 0:00:00
320,"Yoruba","Yoruba","Yoruba",,"Yoruba","3.2",5,62.80,44.20,,1,"C0233",22,8,,,,,"",,,4.00,11.10,8.60,"BM",10/30/2003 0:00:00
321,"Zapoteco","Zapoteco","Zapoteco",,"Zapoteco","3.2",4,94.54,5.99,,1,"C0234",16,12,,,,,"",,,5.00,20.70,-97.00,"BM",10/30/2003 0:00:00
322,"Zhuang","Zhuang","Zhuang",,"Zhuang","1.2",1,0.53,0.26,"Y",4,"C0235",20,3,"Y",,"Y",,"",,,4.00,26.80,108.20,"BM",10/30/2003 0:00:00
323,"Unclassified","No Definido","Unclassified",,"Non-défini","2.2",1,2.74,0.16,"Y",9,"C0236",25,7,,,,,"",,,3.00,43.60,66.50,"BM",10/30/2003 0:00:00
324,"Arab World, general","Mundo Árabe, genérico","Arabische Völker, allgemein",,"Arabe Monde, générique","1.2",1,4.37,0.49,"Y",6,"C0237",10,2,"Y",,,,"",,,3.00,38.00,44.00,"BM",9/13/2004 0:00:00
325,"Caucasian Peoples, general","Caucásico, genérico","Kaukasische Völker, allgemein",,"Peuple blanc, générique","3.2",5,82.73,21.93,,1,"C0239",12,1,,,,,"",,,3.00,22.80,-57.00,"BM",9/13/2004 0:00:00
326,"Sub-Saharan African, general","Africano Sub-Sahariano, genérico","Schwarzafrikaner, allgemein",,"Afrique subsaharienne, générique","3.2",5,64.74,12.23,,1,"C0248",22,,,,,,"",,,3.00,21.00,33.00,"BM",9/13/2004 0:00:00
327,"Luri-Bakhtiari","Luri-Bakhtiari","Luri-Bakhtiari",,"Luri-Bakhtiari","1.1",1,0.00,0.00,"Y",6,"C0251",14,5,"Y",9,,,"The Luri-Bakhtiari cluster of peoples live in southwestern Iran, in or near Chaharmahal and Bakhtiari Province, an ancient province of this country.
The Bakhtiari tribe and the Luri tribes live side by side and share similar customs. Very slight differences exist between them. There is considerable intermixing of the peoples through marriage.
The people of this province have a history of simple living and being a capable people who are determined and effective warriors whenever circumstances made it necessary. They have gained a reputation as being excellent horsemen.
The province has various traditions and rituals relative to the tribal lifestyles of the people. The area is mainly agricultural, with an industrial sector near the center of the province.
The overwhelming majority of Lurs are Shia Muslims, but some practice an ancient Iranian religion known as Yaresan which has roots in Zoroastrianism, Mithraism and Manicheism. Religious views can differ immensely, even within a family group.",,,4.00,31.90,54.00,"BM",11/2/2004 0:00:00
328,"Deaf","Sordo","Taube",,"Malentendant","2.2",2,,,,4,"C0252",26,,,,,,"",,,3.00,31.60,0.20,"BM",6/9/2006 0:00:00
329,"Afro-American, Hispanic","Afro-Americano, Hispano","Afroamerikaner, Lateinamerikanische",,"Afro-Américaine, Hispanique","3.2",4,89.55,7.83,,1,"C0253",16,12,,,,,"",,,3.00,-7.50,-55.00,"BM",6/9/2006 0:00:00
330,"Afro-American, Northern","Afro-Americano, Norte","Afroamerikaner, Nördliche",,"Afro-Américaine, du Nord","3.2",5,85.45,33.50,,1,"C0254",18,12,,,,,"",,,3.00,26.70,-78.00,"BM",6/9/2006 0:00:00
331,"Afro-Caribbean, Dutch","Afro-Caribeño, Neerlandés","Afro-Kariben, Niederländische",,"Afro-Caraïbes, néerlandais","3.2",4,77.66,9.28,,1,"C0255",16,12,,,,,"",,,4.00,16.80,-68.00,"BM",6/9/2006 0:00:00
332,"Afro-Caribbean, Francophone","Afro-Caribeño, Francés-Hablante","Afro-Caribbean, Französichsprechende",,"Afro-Caraïbes, francophone","3.2",5,93.61,12.41,,1,"C0256",16,12,,,,,"",,,3.00,18.50,-74.00,"BM",6/9/2006 0:00:00
333,"Bantu, Cameroon-Bamileke","Bantú, Camerún-Bamileke","Bantu, Kameruner Grasland",,"Bantu, Cameroon-Bamiléké","3.2",4,72.42,7.78,,1,"C0257",22,7,,,,,"",,,6.00,6.70,10.90,"BM",5/21/2007 0:00:00
334,"Bantu, Central-Congo","Bantú, Central-Congo","Bantu, Zentral-Kongo",,"Bantu, Congo-Central","3.2",5,90.17,17.64,,1,"C0258",22,7,,,,,"",,,4.00,3.20,22.10,"BM",5/21/2007 0:00:00
335,"Bantu, Central-East","Bantú, Central-Este","Bantu, Zentral-Ost",,"Bantu, Centre de l'Est","3.2",5,70.17,14.79,,1,"C0259",22,7,,,,,"",,,5.00,-3.50,38.70,"BM",5/21/2007 0:00:00
336,"Bantu, Central-Lakes","Bantú, Central-Lagos","Bantu, Zentrale Seen",,"Bantu, des Lacs Centrals","3.2",5,88.90,30.93,,1,"C0260",22,7,,,,,"",,,4.00,-0.60,28.00,"BM",5/21/2007 0:00:00
337,"Bantu, Central-Luba","Bantú, Central-Luba","Bantu, Zentral-Luba",,"Bantu, Luba-Central","3.2",5,88.20,18.86,,1,"C0261",22,7,,,,,"",,,4.00,-5.10,23.70,"BM",5/21/2007 0:00:00
338,"Bantu, Central-South","Bantú, Central-Sur","Bantu, Zentral-Süden",,"Bantu, Central du Sud","3.2",5,89.27,21.03,,1,"C0262",22,7,,,,,"",,,4.00,-10.40,24.30,"BM",5/21/2007 0:00:00
339,"Bantu, Central-Southeast","Bantú, Central-Sudeste","Bantu, Zentral-Südosten",,"Bantu, Central du Sud-Est","3.2",5,60.83,14.73,,1,"C0263",22,7,,,,,"",,,4.00,-21.30,28.80,"BM",5/21/2007 0:00:00
340,"Bantu, Central-Southwest","Bantú, Central-Sudoeste","Bantu, Zentral-Südwesten",,"Bantu, Central du Sud-Ouest","3.2",5,95.34,20.14,,1,"C0264",22,7,,,,,"",,,4.00,-16.60,27.00,"BM",5/21/2007 0:00:00
341,"Bantu, Central-Tanzania","Bantú, Central-Tanzania","Bantu, Zentral-Tansania",,"Bantu, Tanzanie-Centrale","3.2",5,57.74,12.73,,1,"C0265",22,7,,,,,"",,,4.00,-7.00,35.70,"BM",5/21/2007 0:00:00
342,"Bantu, Chewa-Sena","Bantú, Chewa-Sena","Bantu, Chewa-Sena",,"Bantu, Chewa-Sena","3.2",5,80.65,21.26,,1,"C0266",22,7,,,,,"",,,4.00,-13.70,30.40,"BM",5/21/2007 0:00:00
343,"Bantu, East-Coastal","Bantú, Este-Costa","Bantu, Ostküste",,"Bantu, Côtes de l'Est","3.2",5,42.01,16.32,,1,"C0267",22,7,,,,,"",,,4.00,-7.00,37.20,"BM",5/21/2007 0:00:00
344,"Bantu, Gikuyu-Kamba","Bantú, Gikuyu-Kamba","Bantu, Kikuyu-Kamba",,"Bantu, Gikuyu-Kamba","3.2",5,93.45,57.42,,1,"C0268",22,7,,,,,"",,,5.00,-4.00,36.40,"BM",5/21/2007 0:00:00
345,"Bantu, Kongo","Bantú, Kongo","Bantu, Kongo",,"Bantu, Congo","3.2",5,88.59,22.11,,1,"C0269",22,7,,,,,"",,,3.00,0.50,21.50,"BM",5/21/2007 0:00:00
346,"Bantu, Nguni","Bantú, Nguni","Bantu, Nguni",,"Bantu, Nguni","3.2",5,79.04,23.06,,1,"C0270",22,7,,,,,"",,,3.00,-12.00,30.10,"BM",5/21/2007 0:00:00
347,"Bantu, Northwest","Bantú, Noroeste","Bantu, Nordwest",,"Bantu, Nord-Ouest","3.2",5,91.05,16.54,,1,"C0271",22,7,,,,,"",,,5.00,1.10,12.50,"BM",5/21/2007 0:00:00
348,"Bantu, Shona","Bantú, Shona","Bantu, Shona",,"Bantu, Shona","3.2",5,64.27,20.57,,1,"C0272",22,7,,,,,"",,,4.00,-20.00,27.60,"BM",5/21/2007 0:00:00
