"ROL3","ROG3","LangAltName","NameType","Source","EditName","EditDate"
"lwl","TH","Lua","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwm","CH","Bisu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwm","CH","Guba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwm","CH","Lawmeh","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwo","OD","Dhe Luwo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwo","OD","Dhe Lwo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwo","OD","Giur","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwo","OD","Jo Lwo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwo","OD","Jur Lwo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwo","OD","Lwo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lwt","ID","Southwest Lamaholot","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lww","NH","Varsu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyg","BG","Megam","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyg","IN","Khasi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyg","IN","Lyngam","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyg","IN","Lyngym","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyn","ZA","Esiluyana","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyn","ZA","Louyi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyn","ZA","Lui","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyn","ZA","Luyi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lyn","ZA","Rouyi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzl","NH","Lagalag","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzl","NH","Litzlitz-Visele","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzl","NH","Lolnarrong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzl","NH","Naman","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzl","NH","Netensal","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzn","BM","Htang Ngan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzn","BM","Htangan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzn","BM","Lainong Naga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzn","BM","Lenaung Naga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","GG","Chan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","GG","Chanuri","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","GG","Chanzan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","GG","Laze","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","GG","Zan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","TU","Chan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","TU","Chanuri","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","TU","Chanzan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","TU","Laze","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"lzz","TU","Zan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maa","MX","Mazateco de San Antonio Eloxochitlán","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maa","MX","Mazateco de San Jerónimo Tecóatl","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maa","MX","Mazateco del Oeste","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maa","MX","Northern Highland Mazatec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mab","MX","Mixteco de Yutanduchi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mab","MX","Mixteco de Yutanduchi de Guerrero","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mab","MX","Southern Nochixtlan Mixtec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mad","ID","Basa Mathura","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mad","ID","Madhura","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mad","ID","Madurese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mad","SN","Madhura","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mad","SN","Madurese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mae","NI","Mabo-Barkul","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mae","NI","Mabo-Barukul","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mae","NI","Kaleri","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","CM","Mofa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","CM","Natakan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","CM","Matakam","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","NI","Bula","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","NI","Bulahai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","NI","Natakan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maf","NI","Matakam","LP","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Bihari","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Magadhi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Magaya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Maghai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Maghaya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Maghori","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Magi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Magodhi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mag","IN","Megahi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mah","RM","Ebon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Apabhramsa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Bihari","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Maitili","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Maitli","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Methli","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Tirahutia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Tirhuti","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","IN","Tirhutia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Apabhramsa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Bihari","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Maitili","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Maitli","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Methli","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Tirahutia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Tirhuti","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mai","NP","Tirhutia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maj","MX","Lowland Mazatec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maj","MX","Mazateco de San Felipe Jalapa de Díaz","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maj","MX","Mazateco del Este Bajo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Goa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Macassar","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Macassarese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Makassa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Makassaarsche","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Makassarese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Mangasara","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Mengkasara","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Taena","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mak","ID","Tena","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Alealum","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Malayalani","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Malayali","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Malean","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Maliyad","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Mallealle","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","IN","Mopla","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Alealum","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Malayal","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Malayalani","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Malean","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Maliyad","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Mallealle","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mal","SN","Mopla","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mam","GT","Huehuetenango Mam","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maq","MX","Mazateco de San Juan Chiquihuitlán","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maq","MX","Mazateco del Sur","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mar","IN","Maharashtra","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mar","IN","Maharathi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mar","IN","Malhatee","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mar","IN","Marthi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mar","IN","Muruthu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mas","KE","Masai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mas","TZ","Kimaasai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mas","TZ","Lumbwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mas","TZ","Maa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mas","TZ","Masai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mat","MX","Matlatzinca","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mat","MX","Matlatzinca de San Francisco de los Ranchos","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mau","MX","Highland Mazatec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mau","MX","Mazateco de Huautla de Jimenez","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mau","MX","Mazateco de la Sierra","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mau","MX","Mazateco del Centro","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Andira","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Arapium","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Mabue","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Maragua","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Maué","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Mawé","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mav","BR","Sataré","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maw","GH","Mamprule","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maw","GH","Manpelle","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maw","GH","Ngmamperli","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"max","ID","Ternate Malay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"maz","MX","Mazahua de oriente","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mba","RP","Higaunon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mba","RP","Misamis Higaonon Manobo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","BR","Macusi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","BR","Makusi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","BR","Makuxi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","BR","Teueia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","BR","Teweya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","GY","Macusi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","GY","Macussi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","GY","Makusi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","GY","Makuxi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","GY","Teueia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","GY","Teweya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","VE","Makusi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","VE","Makuxi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbc","VE","Teweya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbd","RP","Debabaon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbd","RP","Dibabaon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbd","RP","Mandaya","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbf","MY","Chinese Malay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbf","MY","Straits Malay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbf","SN","Baba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbf","SN","Chinese Malay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbf","SN","Straits Malay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbh","PP","Mangsing","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbh","PP","Masegi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbh","PP","Maseki","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbi","RP","Ilianen","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Anodöub","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Kabari","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Kabori","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Makú Nadëb","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Makunadöbö","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Nadeb Macu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Nadöbö","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Xiriwai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbj","BR","Xuriwai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbk","PP","Malolo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbk","PP","Malon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbl","BR","Caposho","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbl","BR","Cumanasho","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbl","BR","Macuni","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbl","BR","Monaxo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbl","BR","Monocho","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbm","CF","Lembaamba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbm","CF","Mbaama","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbm","CF","Mbama","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbm","CF","Mbamba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbm","GB","Lembaamba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbm","GB","Obamba","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbn","CO","Agualinda Guahibo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbn","CO","Hitnü","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbn","CO","Macaguane","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbn","CO","Macaguane-Hitnu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbo","CM","Mboo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbo","CM","Sambo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Arosario","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Arsario","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Damana","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Guamaca","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Guamaka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Maracasero","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Marocasero","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Sancá","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Sanja","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Sanka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbp","CO","Wiwa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbq","PP","Maisan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbr","CO","Guaviare","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbr","CO","Maczsa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbr","CO","Nukak","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbt","RP","Matig-Salug Manobo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbv","GV","Baga Foré","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbv","GV","Baga Monson","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbv","GV","Black Baga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbv","GV","Bulunits","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbv","GV","Longich","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbv","GV","Monshon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbw","PP","Mareng","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbw","PP","Yoadabe-Watoare","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbz","MX","Mixteco de Amoltepec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mbz","MX","Western Sola de Vega Mixtec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mca","PA","Enimaca","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mca","PA","Enimaga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mca","PA","Macá","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mca","PA","Maká","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mca","PA","Mak'á","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcb","PE","Mañaries","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcb","PE","Matsiganga","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcb","PE","Matsigenka","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcc","PP","Bituri","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcc","PP","Dudi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcc","PP","Mutum","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcc","PP","Paswam","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcd","BR","Acre Arara","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcd","BR","Arara do Acre","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcd","BR","Shawanauá","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mce","MX","Eastern Putla Mixtec","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mce","MX","Mixteco de Santa Cruz Itundujia","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","BR","Matse","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","BR","Mayoruna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Magirona","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Majuruna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Matses-Mayoruna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Maxirona","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Maxuruna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Mayiruna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Mayoruna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcf","PE","Mayuzuna","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcg","VE","Mapayo","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcg","VE","Mapoye","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcg","VE","Mopoi","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcg","VE","Nepoye","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcg","VE","Wanai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","BR","Makiritare","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","BR","Maquiritai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","BR","Pawana","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","BR","Soto","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","BR","Yekuána","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","VE","Maiongong","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","VE","Maquiritai","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","VE","Pawana","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","VE","Soto","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","VE","Ye'cuana","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mch","VE","Yekuana","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mci","PP","Mese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mci","PP","Momalili","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcj","NI","Magu","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcj","NI","Mvanlip","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcj","NI","Mvano","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcj","NI","Mvanon","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcj","NI","Mvanöp","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mck","AO","Chimbunda","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mck","AO","Mbuunda","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mck","ZA","Chimbunda","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mck","ZA","Gimbunda","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mck","ZA","Kimbunda","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mck","ZA","Mbuunda","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Bahasa Geragau","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Bahasa Serani","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Kristang","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Luso-Malay","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malaccan","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malaqueiro","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malaquenho","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malaquense","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malaquês","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malayo-Portuguese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Malaysian Creole Portuguese","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Papia Cristao","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Papia Kristang","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Português de Malaca","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Portuguese Patois","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcm","MY","Serani","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
"mcn","CM","Masa","LA","Ethnologue 17th Edition","BM",5/24/2013 0:00:00
