"ROL4","Dialect","DialectGerman","ROL3","ROPAL","Source","EditName","EditDate"
4880,"Birjia",,"asr",,"GRN / ROD","BM",4/1/2010 0:00:00
4882,"Ayta, Mag-anchi",,"sgb",,"GRN / ROD","BM",4/1/2010 0:00:00
4883,"Mag-Beken",,"abc",,"GRN / ROD","BM",4/1/2010 0:00:00
4886,"Ayizo-gbe",,"ayb",,"GRN / ROD","BM",4/1/2010 0:00:00
4887,"Saxwe-gbe",,"sxw",,"GRN / ROD","BM",4/1/2010 0:00:00
4888,"Ko-gbe",,"kqk",,"GRN / ROD","BM",4/1/2010 0:00:00
4890,"Boso",,"lar",,"GRN / ROD","BM",4/1/2010 0:00:00
4891,"Lebir",,"bib",,"GRN / ROD","BM",4/1/2010 0:00:00
4896,"Barukul",,"mae",,"GRN / ROD","BM",4/1/2010 0:00:00
4898,"Dahod",,"bhb",,"GRN / ROD","BM",4/1/2010 0:00:00
4900,"Banaswara",,"bhb",,"GRN / ROD","BM",4/1/2010 0:00:00
4901,"Jhabua",,"bhb",,"GRN / ROD","BM",4/1/2010 0:00:00
4902,"Surigao Sur",,"msm",,"GRN / ROD","BM",4/1/2010 0:00:00
4903,"Konoy",,"plc",,"GRN / ROD","BM",4/1/2010 0:00:00
4904,"Tabangnon",,"agz",,"GRN / ROD","BM",4/1/2010 0:00:00
4909,"Didje Manyam",,"kwv",,"GRN / ROD","BM",4/1/2010 0:00:00
4910,"Ere",,"kia",,"GRN / ROD","BM",4/1/2010 0:00:00
4913,"Pongaal",,"glj",,"GRN / ROD","BM",4/1/2010 0:00:00
4914,"Kurumi",,"kxj",,"GRN / ROD","BM",4/1/2010 0:00:00
4915,"Chad",,"kxj",,"GRN / ROD","BM",4/1/2010 0:00:00
4916,"Monogoye",,"mpg",,"GRN / ROD","BM",4/1/2010 0:00:00
4918,"Yeji",,"ncu","ncu03","GRN / ROD","BM",4/1/2010 0:00:00
4919,"Upper","Ober-Adele","ade","ade01","GRN / ROD","BM",4/1/2010 0:00:00
4920,"Moulgi",,"gab",,"GRN / ROD","BM",4/1/2010 0:00:00
4921,"Mesa Del Nayar",,"crn",,"GRN / ROD","BM",4/1/2010 0:00:00
4922,"Kilang Dogo",,"sba",,"GRN / ROD","BM",4/1/2010 0:00:00
4924,"Ruto",,"ndy",,"GRN / ROD","BM",4/1/2010 0:00:00
4925,"Mbanga",,"kwv",,"GRN / ROD","BM",4/1/2010 0:00:00
4926,"Kaba Deme",,"kwg",,"GRN / ROD","BM",4/1/2010 0:00:00
4928,"Kaba Na",,"kwv",,"GRN / ROD","BM",4/1/2010 0:00:00
4930,"Tie",,"kwv","kwv04","GRN / ROD","BM",4/1/2010 0:00:00
4932,"Thetiya",,"mai",,"GRN / ROD","BM",4/1/2010 0:00:00
4933,"Dokpa",,"dre",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
4934,"Bote-majhi",,"bmj",,"GRN / ROD","BM",4/1/2010 0:00:00
4935,"Dhadhing",,"tdg",,"GRN / ROD","BM",4/1/2010 0:00:00
4936,"Lallu",,"iii",,"GRN / ROD","BM",4/1/2010 0:00:00
4938,"Nasu",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
4939,"Sani",,"ysn",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
4940,"Shansu",,"iii",,"GRN / ROD","BM",4/1/2010 0:00:00
4941,"Hua Yao Gasa",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
4942,"Duguduta",,"hni",,"GRN / ROD","BM",4/1/2010 0:00:00
4944,"Nepal",,"sat",,"GRN / ROD","BM",4/1/2010 0:00:00
4946,"Minhe",,"mjg","mjg14","GRN / ROD","BM",4/1/2010 0:00:00
4947,"Chahar",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
4948,"Waishu",,"hea",,"GRN / ROD","BM",4/1/2010 0:00:00
4950,"Asuncion",,"zac",,"GRN / ROD","BM",4/1/2010 0:00:00
4952,"Safi-safi",,"sav",,"GRN / ROD","BM",4/1/2010 0:00:00
4953,"Lala",,"cae",,"GRN / ROD","BM",4/1/2010 0:00:00
4956,"Maninka, Kankan",,"emk",,"GRN / ROD","BM",4/1/2010 0:00:00
4957,"Saloum Saloum",,"srr",,"GRN / ROD","BM",4/1/2010 0:00:00
4959,"Avarian",,"ava",,"GRN / ROD","BM",4/1/2010 0:00:00
4960,"Abini",,"yay",,"GRN / ROD","BM",4/1/2010 0:00:00
4962,"Babungo",,"bav",,"GRN / ROD","BM",4/1/2010 0:00:00
4964,"Banbalang",,"mtk",,"GRN / ROD","BM",4/1/2010 0:00:00
4968,"Cunen",,"quc",,"GRN / ROD","BM",4/1/2010 0:00:00
4969,"Oriental",,"cak",,"GRN / ROD","BM",4/1/2010 0:00:00
4970,"Lambani",,"kan",,"GRN / ROD","BM",4/1/2010 0:00:00
4971,"Wiase",,"nnu",,"GRN / ROD","BM",4/1/2010 0:00:00
4972,"Hainan Ledung",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
4973,"Tongjia",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
4974,"Dioula",,"dyu",,"GRN / ROD","BM",4/1/2010 0:00:00
4975,"Bama Dongsan",,"bje",,"GRN / ROD","BM",4/1/2010 0:00:00
4976,"Nisu",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
4977,"Gese Gaofeng",,"yig",,"GRN / ROD","BM",4/1/2010 0:00:00
4978,"Zhuang, Northern",,"zyb",,"GRN / ROD","BM",4/1/2010 0:00:00
4979,"Southern Zhuang, Yongnan",,"zyn",,"GRN / ROD","BM",4/1/2010 0:00:00
4980,"Luocheng",,"zgb",,"GRN / ROD","BM",4/1/2010 0:00:00
4981,"Yang Zhuang",,"zyg",,"GRN / ROD","BM",4/1/2010 0:00:00
4984,"Mbum-Ngongue",,"nzy","nzy03","GRN / ROD","BM",4/1/2010 0:00:00
4985,"Nselle",,"ndd",,"GRN / ROD","BM",4/1/2010 0:00:00
4987,"Ukwortung",,"afe",,"GRN / ROD","BM",4/1/2010 0:00:00
4988,"Ugi",,"ver",,"GRN / ROD","BM",4/1/2010 0:00:00
4989,"Zarandawa",,"gji","gji03","GRN / ROD","BM",4/1/2010 0:00:00
4990,"Budik",,"tnr",,"GRN / ROD","BM",4/1/2010 0:00:00
4991,"Gyam",,"gye",,"GRN / ROD","BM",4/1/2010 0:00:00
4992,"Gyazi",,"gji",,"GRN / ROD","BM",4/1/2010 0:00:00
4994,"Kwong",,"kvi",,"GRN / ROD","BM",4/1/2010 0:00:00
4995,"Kwatay",,"cwt",,"GRN / ROD","BM",4/1/2010 0:00:00
4996,"Mankayn",,"knf",,"GRN / ROD","BM",4/1/2010 0:00:00
4997,"Mikifore",,"mfg",,"GRN / ROD","BM",4/1/2010 0:00:00
4999,"Mandouri",,"bmd",,"GRN / ROD","BM",4/1/2010 0:00:00
5000,"Bangladesh",,"tel",,"GRN / ROD","BM",4/1/2010 0:00:00
5001,"Waramo",,"wut",,"GRN / ROD","BM",4/1/2010 0:00:00
5003,"Kaipi",,"oro",,"GRN / ROD","BM",4/1/2010 0:00:00
5004,"Romani, Vlach",,"rmy",,"GRN / ROD","BM",4/1/2010 0:00:00
5006,"Mbore",,"gai",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5007,"Uru",,"old",,"GRN / ROD","BM",4/1/2010 0:00:00
5008,"Keakalo",,"khz",,"GRN / ROD","BM",4/1/2010 0:00:00
5009,"Wile",,"dgi",,"GRN / ROD","BM",4/1/2010 0:00:00
5010,"Wodaabe",,"fuh",,"GRN / ROD","BM",4/1/2010 0:00:00
5011,"Mrucha",,"mro",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5013,"Lunga",,"lga",,"GRN / ROD","BM",4/1/2010 0:00:00
5015,"Manipuri",,"mni",,"GRN / ROD","BM",4/1/2010 0:00:00
5016,"Bangladesh",,"unr",,"GRN / ROD","BM",4/1/2010 0:00:00
5017,"Bangladesh",,"mjt",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5018,"Bangladesh",,"sat",,"GRN / ROD","BM",4/1/2010 0:00:00
5019,"Godavari",,"kff",,"GRN / ROD","BM",4/1/2010 0:00:00
5020,"Samal",,"sml",,"GRN / ROD","BM",4/1/2010 0:00:00
5022,"Anigibi",,"kiw",,"GRN / ROD","BM",4/1/2010 0:00:00
5023,"Gibaio",,"kiw",,"GRN / ROD","BM",4/1/2010 0:00:00
5025,"Urama",,"kiw","kiw05","GRN / ROD","BM",4/1/2010 0:00:00
5027,"Myanmar",,"mrh",,"GRN / ROD","BM",4/1/2010 0:00:00
5028,"Haka",,"cnh",,"GRN / ROD","BM",4/1/2010 0:00:00
5029,"Mahato",,"mni",,"GRN / ROD","BM",4/1/2010 0:00:00
5030,"Bangladesh",,"sat",,"GRN / ROD","BM",4/1/2010 0:00:00
5032,"Hilir",,"nij",,"GRN / ROD","BM",4/1/2010 0:00:00
5034,"Katarak",,"xem",,"GRN","BM",3/11/2014 0:00:00
5035,"Bampape",,"byd",,"GRN","BM",3/11/2014 0:00:00
5036,"Bajare",,"byd",,"GRN","BM",3/11/2014 0:00:00
5037,"Riok",,"bei",,"GRN / ROD","BM",4/1/2010 0:00:00
5038,"Loko",,"sdm",,"GRN","BM",3/11/2014 0:00:00
5039,"Lebang Hulu",,"twe",,"GRN / ROD","BM",4/1/2010 0:00:00
5040,"Keruab",,"knl",,"GRN","BM",3/11/2014 0:00:00
5041,"Mali",,"zlm",,"GRN / ROD","BM",4/1/2010 0:00:00
5042,"Tok",,"knl",,"GRN","BM",3/11/2014 0:00:00
5043,"Linoh",,"nij",,"GRN","BM",3/11/2014 0:00:00
5044,"Melayu: Benakde",,"byd",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
5045,"Pontianak",,"zlm",,"GRN / ROD","BM",4/1/2010 0:00:00
5046,"Sanggau",,"scg",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5047,"Mentuka",,"zlm",,"GRN","BM",3/11/2014 0:00:00
5048,"M'mugut",,"nij",,"GRN","BM",3/11/2014 0:00:00
5049,"Muntak",,"knl",,"GRN","BM",3/11/2014 0:00:00
5050,"Mudu",,"scg",,"GRN","BM",3/11/2014 0:00:00
5051,"Pompang",,"sdm",,"GRN","BM",3/11/2014 0:00:00
5052,"Pangin",,"xdy",,"GRN / ROD","BM",4/1/2010 0:00:00
5053,"Punti",,"xem",,"GRN","BM",3/11/2014 0:00:00
5054,"Ransa",,"knl",,"GRN","BM",3/11/2014 0:00:00
5055,"Sekayam",,"xem",,"GRN","BM",3/11/2014 0:00:00
5056,"Selibung",,"sbx",,"GRN","BM",3/11/2014 0:00:00
5057,"Senuruk",,"iba",,"GRN","BM",3/11/2014 0:00:00
5058,"Tembaga",,"zlm",,"GRN","BM",3/11/2014 0:00:00
5059,"Tebang",,"zlm",,"GRN","BM",3/11/2014 0:00:00
5060,"Tengon",,"nij",,"GRN","BM",3/11/2014 0:00:00
5061,"Baaja",,"xem",,"GRN","BM",3/11/2014 0:00:00
5062,"Melahui",,"scg",,"GRN","BM",3/11/2014 0:00:00
5063,"Delang",,"xdy",,"GRN / ROD","BM",4/1/2010 0:00:00
5064,"Anakalang",,"akg",,"GRN / ROD","BM",4/1/2010 0:00:00
5065,"Semadang",,"sdm",,"GRN / ROD","BM",4/1/2010 0:00:00
5066,"Indonesia",,"cmn",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5067,"Mindat Cho",,"mwq",,"GRN / ROD","BM",4/1/2010 0:00:00
5068,"Makasae Uatolari Kilikai",,"mkz",,"GRN / ROD","BM",4/1/2010 0:00:00
5069,"More",,"mhz",,"GRN / ROD","BM",4/1/2010 0:00:00
5070,"Semendo",,"pse",,"GRN / ROD","BM",4/1/2010 0:00:00
5071,"Lamholot",,"slp",,"GRN / ROD","BM",4/1/2010 0:00:00
5072,"Bemoyo",,"byd",,"GRN","BM",3/11/2014 0:00:00
5073,"Kapuas",,"hij",,"GRN / ROD","BM",4/1/2010 0:00:00
5075,"Batangkawa",,"xdy",,"GRN","BM",3/11/2014 0:00:00
5076,"Kuhin",,"otd",,"GRN / ROD","BM",4/1/2010 0:00:00
5077,"Muara",,"scg",,"GRN","BM",3/11/2014 0:00:00
5078,"Khasia",,"kha",,"GRN / ROD","BM",4/1/2010 0:00:00
5079,"Kantùk",,"iba",,"GRN / ROD","BM",4/1/2010 0:00:00
5080,"Jelai Tembiruhan",,"bjn",,"GRN / ROD","BM",4/1/2010 0:00:00
5081,"Sekakai",,"xdy",,"GRN / ROD","BM",4/1/2010 0:00:00
5082,"Mayau",,"scg",,"GRN / ROD","BM",4/1/2010 0:00:00
5083,"Bànyam",,"bei",,"GRN / ROD","BM",4/1/2010 0:00:00
5084,"Batu Tajam",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
5085,"Su-uk Hile",,"xdy",,"GRN","BM",3/11/2014 0:00:00
5086,"Kayung",,"xdy",,"GRN / ROD","BM",4/1/2010 0:00:00
5087,"Randau",,"sdm",,"GRN","BM",3/11/2014 0:00:00
5088,"Mayak",,"bei",,"GRN / ROD","BM",4/1/2010 0:00:00
5089,"Tamuan Cempaga",,"xdy",,"GRN","BM",3/11/2014 0:00:00
5090,"Eko'ehh",,"nij",,"GRN","BM",3/11/2014 0:00:00
5091,"Bangladesh",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
5092,"Nise Khumii",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
5093,"Singh",,"ben",,"GRN / ROD","BM",4/1/2010 0:00:00
5094,"Riau",,"zlm","zlm01","GRN / ROD","BM",4/1/2010 0:00:00
5095,"Kanayat`n",,"knx",,"GRN / ROD","BM",4/1/2010 0:00:00
5099,"Bwaidoga",,"bwd",,"GRN / ROD","BM",4/1/2010 0:00:00
5100,"Ruku",,"nij",,"GRN / ROD","BM",4/1/2010 0:00:00
5102,"Mountain",,"gdn",,"GRN / ROD","BM",4/1/2010 0:00:00
5104,"Kupang",,"mkn",,"GRN / ROD","BM",4/1/2010 0:00:00
5106,"Gulàalaa",,"gmb",,"GRN / ROD","BM",4/1/2010 0:00:00
5107,"Wom",,"wmo",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5110,"Bonjugi",,"bgr",,"GRN / ROD","BM",4/1/2010 0:00:00
5111,"Solomon Islands",,"gil",,"GRN / ROD","BM",4/1/2010 0:00:00
5112,"Anikya",,"tnv",,"GRN / ROD","BM",4/1/2010 0:00:00
5113,"Cutchi",,"ccl",,"GRN / ROD","BM",4/1/2010 0:00:00
5114,"Inoke",,"ino",,"GRN / ROD","BM",4/1/2010 0:00:00
5115,"Bhutan",,"npi",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5116,"Hamburg",,"rmo",,"GRN / ROD","BM",4/1/2010 0:00:00
5117,"Ethiopia",,"dsh",,"GRN / ROD","BM",4/1/2010 0:00:00
5118,"Melaripi",,"tqo",,"GRN / ROD","BM",4/1/2010 0:00:00
5119,"Erbore",,"arv",,"GRN / ROD","BM",4/1/2010 0:00:00
5121,"Alu",,"mte",,"GRN / ROD","BM",4/1/2010 0:00:00
5123,"Guigang Guiping",,"zeh",,"GRN / ROD","BM",4/1/2010 0:00:00
5124,"Guangdong Shaoguan Guitou",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
5126,"Hebei Ensui",,"tji",,"GRN / ROD","BM",4/1/2010 0:00:00
5127,"Taiwan",,"cmn",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5129,"Ts’aokhoe",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
5130,"Lio Ende",,"ljl",,"GRN / ROD","BM",4/1/2010 0:00:00
5132,"Saranggani",,"snl",,"GRN / ROD","BM",4/1/2010 0:00:00
5134,"Maphod",,"ifu",,"GRN / ROD","BM",4/1/2010 0:00:00
5136,"Laizo",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
5142,"Dawei",,"tvn",,"GRN / ROD","BM",4/1/2010 0:00:00
5143,"White",,"lis",,"GRN / ROD","BM",4/1/2010 0:00:00
5145,"Nga La",,"hlt",,"GRN / ROD","BM",4/1/2010 0:00:00
5146,"Khualsim",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
5149,"Thayetmyo",,"csh","csh05","GRN / ROD","BM",4/1/2010 0:00:00
5150,"Lausaha",,"swp",,"GRN / ROD","BM",4/1/2010 0:00:00
5151,"Sinaki",,"swp","swp03","GRN / ROD","BM",4/1/2010 0:00:00
5152,"Amoli",,"swp",,"GRN / ROD","BM",4/1/2010 0:00:00
5153,"Paminggir",,"ljp",,"GRN / ROD","BM",4/1/2010 0:00:00
5154,"Mamak",,"kvr",,"GRN / ROD","BM",4/1/2010 0:00:00
5155,"Moi",,"mxn",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
5156,"Mapia",,"bhw",,"GRN / ROD","BM",4/1/2010 0:00:00
5157,"Melayu Jambi",,"jax",,"GRN / ROD","BM",4/1/2010 0:00:00
5158,"Teminabuan",,"kps",,"GRN / ROD","BM",4/1/2010 0:00:00
5164,"Dovele",,"blb",,"GRN / ROD","BM",4/1/2010 0:00:00
5165,"Irigila",,"blb",,"GRN / ROD","BM",4/1/2010 0:00:00
5166,"Banz-Nondugl",,"whg",,"GRN / ROD","BM",4/1/2010 0:00:00
5167,"North Wahgi",,"whg",,"GRN / ROD","BM",4/1/2010 0:00:00
5168,"Kangan",,"kyu",,"GRN / ROD","BM",4/1/2010 0:00:00
5169,"Presule",,"eky",,"GRN / ROD","BM",4/1/2010 0:00:00
5171,"Qengcaa",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
5172,"Kayan",,"kyu",,"GRN / ROD","BM",4/1/2010 0:00:00
5173,"Kayaw",,"kyu",,"GRN / ROD","BM",4/1/2010 0:00:00
5174,"Maisafana",,"swp",,"GRN / ROD","BM",4/1/2010 0:00:00
5176,"Mro Khami",,"cmr",,"GRN / ROD","BM",4/1/2010 0:00:00
5177,"Mekury Naga",,"jmn",,"GRN / ROD","BM",4/1/2010 0:00:00
5178,"Chin, Thor",,"tcp",,"GRN / ROD","BM",4/1/2010 0:00:00
5179,"Chin, Vuangtu",,"zyp",,"GRN / ROD","BM",4/1/2010 0:00:00
5180,"Lachid",,"lsi",,"GRN / ROD","BM",4/1/2010 0:00:00
5181,"Lhaovo Dago' Lawngbyit",,"mhx",,"GRN / ROD","BM",4/1/2010 0:00:00
5182,"Lemi",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
5400,"Thonchonga",,"tnv",,"GRN / ROD","BM",4/1/2010 0:00:00
5547,"Kupto",,"kpa",,"GRN / ROD","BM",4/1/2010 0:00:00
5700,"Churr",,"mfv",,"GRN / ROD","BM",4/1/2010 0:00:00
5701,"Canada",,"eng",,"GRN / ROD","BM",4/1/2010 0:00:00
5702,"Boni",,"bob",,"GRN / ROD","BM",4/1/2010 0:00:00
5705,"Kikomo",,"kmw",,"GRN / ROD","BM",4/1/2010 0:00:00
5706,"Kikango",,"kty",,"GRN / ROD","BM",4/1/2010 0:00:00
6000,"Balantz",,"ble",,"GRN / ROD","BM",4/1/2010 0:00:00
6001,"South Africa",,"eng",,"GRN / ROD","BM",4/1/2010 0:00:00
6002,"Shimaore",,"swb",,"GRN / ROD","BM",4/1/2010 0:00:00
6003,"Shingazidja",,"zdj",,"GRN / ROD","BM",4/1/2010 0:00:00
6006,"Eotile",,"eot",,"GRN / ROD","BM",4/1/2010 0:00:00
6007,"Loroni",,"knz",,"GRN / ROD","BM",4/1/2010 0:00:00
6011,"Kulere",,"sef",,"GRN / ROD","BM",4/1/2010 0:00:00
6012,"Noumou",,"lig",,"GRN / ROD","BM",4/1/2010 0:00:00
6013,"Liptaako",,"fuh",,"GRN / ROD","BM",4/1/2010 0:00:00
6018,"Dangbe",,"ada",,"GRN / ROD","BM",4/1/2010 0:00:00
6020,"Beche",,"nnu",,"GRN / ROD","BM",4/1/2010 0:00:00
6021,"Brong",,"abr",,"GRN / ROD","BM",4/1/2010 0:00:00
6022,"Agoune",,"aug",,"GRN / ROD","BM",4/1/2010 0:00:00
6023,"Hwla",,"xwl",,"GRN / ROD","BM",4/1/2010 0:00:00
6024,"Tofin-gbe",,"tfi",,"GRN / ROD","BM",4/1/2010 0:00:00
6025,"Boufale",,"kbp",,"GRN / ROD","BM",4/1/2010 0:00:00
6026,"Agotime",,"adq",,"GRN / ROD","BM",4/1/2010 0:00:00
6027,"Sola-kante",,"soy",,"GRN / ROD","BM",4/1/2010 0:00:00
6028,"Chilapa",,"ngu",,"GRN / ROD","BM",4/1/2010 0:00:00
6030,"Shimwali",,"wlc",,"GRN / ROD","BM",4/1/2010 0:00:00
6031,"Shindzwani",,"swb",,"GRN / ROD","BM",4/1/2010 0:00:00
6032,"Ledung Sanrong",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6033,"Qiongzhong Changzheng",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6034,"Baishe",,"zyj",,"GRN / ROD","BM",4/1/2010 0:00:00
6035,"Duan Xian",,"zyj",,"GRN / ROD","BM",4/1/2010 0:00:00
6036,"Sanjiang",,"kmc",,"GRN / ROD","BM",4/1/2010 0:00:00
6037,"Hainan Baotingxian",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6038,"Luocheng",,"mlm",,"GRN / ROD","BM",4/1/2010 0:00:00
6039,"Guiliu",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6040,"Elute",,"xal",,"GRN / ROD","BM",4/1/2010 0:00:00
6042,"Magdalena Penasco",,"xtm",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6043,"Potoichan",,"mim",,"GRN / ROD","BM",4/1/2010 0:00:00
6044,"Tlapa",,"ngu",,"GRN / ROD","BM",4/1/2010 0:00:00
6047,"Baoting Nanmo",,"jio",,"GRN / ROD","BM",4/1/2010 0:00:00
6048,"Pian Longlin",,"mww",,"GRN / ROD","BM",4/1/2010 0:00:00
6049,"Anding Bamadongsan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6050,"Beilou Tianlin",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6051,"Fan Bamadongshan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6052,"Landian Dianlin",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6053,"Pangu Tian Lin",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6054,"San Tiandong Linfeng",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6055,"Tu Bamaxisan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6056,"Yi: Guangxi Longlin",,"yig",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6057,"Tu Bamasuolu",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6058,"East Karang",,"kzr",,"GRN / ROD","BM",4/1/2010 0:00:00
6059,"Cingsui Longlin",,"bwx",,"GRN / ROD","BM",4/1/2010 0:00:00
6060,"Caijiang Longlin",,"hmj",,"GRN / ROD","BM",4/1/2010 0:00:00
6061,"Puman",,"uuu",,"GRN / ROD","BM",4/1/2010 0:00:00
6062,"Saoji Puzu",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6063,"Ying Pan Hua",,"yue",,"GRN / ROD","BM",4/1/2010 0:00:00
6064,"Lianzhouhua",,"yue",,"GRN / ROD","BM",4/1/2010 0:00:00
6065,"Manmit",,"mml",,"GRN / ROD","BM",4/1/2010 0:00:00
6066,"Xiaozhongdian",,"bod",,"GRN / ROD","BM",4/1/2010 0:00:00
6067,"Weixi",,"bod",,"GRN / ROD","BM",4/1/2010 0:00:00
6068,"Aini",,"hni",,"GRN / ROD","BM",4/1/2010 0:00:00
6071,"Ximeluo",,"hni",,"GRN / ROD","BM",4/1/2010 0:00:00
6072,"Deqing",,"bod",,"GRN / ROD","BM",4/1/2010 0:00:00
6073,"Puwa In Kaiyuan",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6074,"Pula In Mengzi",,"blr",,"GRN / ROD","BM",4/1/2010 0:00:00
6075,"Qiang: Loupuzhai",,"qxs",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6076,"Ache",,"yif",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6077,"Lolo In Mojiang",,"iii",,"GRN / ROD","BM",4/1/2010 0:00:00
6079,"Muji In Mengzi",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6080,"Muzi In Gejiudaqing",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
6081,"Niuwei Puzu In Wenshan",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6082,"Nisu In Luchun",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
6083,"Pupa In Gejiu",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6084,"Pula In Yuanyang",,"blr",,"GRN / ROD","BM",4/1/2010 0:00:00
6088,"Mo",,"mkg",,"GRN / ROD","BM",4/1/2010 0:00:00
6089,"Ma",,"pcc",,"GRN / ROD","BM",4/1/2010 0:00:00
6090,"Ziyun",,"pcc",,"GRN / ROD","BM",4/1/2010 0:00:00
6091,"Sanya Hongqi",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6092,"Huanjiang",,"mmd",,"GRN / ROD","BM",4/1/2010 0:00:00
6093,"Kaili Sankeshu",,"hea",,"GRN / ROD","BM",4/1/2010 0:00:00
6094,"Baiku Hechicheling",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6095,"Bunu Dahuaxian Yalong",,"bwx",,"GRN / ROD","BM",4/1/2010 0:00:00
6096,"Man Dahuaxian Jiangnan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6097,"Hei Dahuaxian Jiangnan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6098,"Efutu",,"afu",,"GRN / ROD","BM",4/1/2010 0:00:00
6099,"Longlin",,"hmd",,"GRN / ROD","BM",4/1/2010 0:00:00
6100,"Ibo",,"wmw","wmw05","GRN / ROD","BM",4/1/2010 0:00:00
6101,"Amu",,"hni",,"GRN / ROD","BM",4/1/2010 0:00:00
6102,"Budu",,"hni",,"GRN / ROD","BM",4/1/2010 0:00:00
6105,"Potosi",,"quh",,"GRN / ROD","BM",4/1/2010 0:00:00
6106,"Napo",,"mlm",,"GRN / ROD","BM",4/1/2010 0:00:00
6107,"Longsheng",,"kmc",,"GRN / ROD","BM",4/1/2010 0:00:00
6108,"Guilin Longsheng Heping",,"zgb",,"GRN / ROD","BM",4/1/2010 0:00:00
6109,"Tiane",,"zgb",,"GRN / ROD","BM",4/1/2010 0:00:00
6110,"Nandan",,"zgb",,"GRN / ROD","BM",4/1/2010 0:00:00
6111,"Laba",,"bzi",,"GRN / ROD","BM",4/1/2010 0:00:00
6112,"Dahua",,"hmp",,"GRN / ROD","BM",4/1/2010 0:00:00
6113,"Miao: Longsheng Mati",,"buh",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6114,"Lingshui Wanfu",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6115,"Tiane",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6116,"Lingshui Zhuguan",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6117,"Guangdong Luyuan Dong Ping Da",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6118,"Guangdong Dong Ping Xinchun",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6119,"Guilin Guanyang",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6120,"Guangdong Luyuan Longnan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
